municip_code_ibge,year,months_suitable
3170438,2005,12
3170438,2006,12
3170438,2007,12
3170438,2008,12
3170438,2009,12
3170438,2010,12
3170438,2011,12
3170438,2012,12
3170438,2013,12
3170438,2014,12
3170438,2015,12
3170438,2016,12
3170438,2017,12
3170438,2018,12
3170438,2019,12
3170438,2020,12
3170479,2001,12
3170479,2002,12
3170479,2003,12
3170479,2004,12
3170479,2005,12
3170479,2006,12
3170479,2007,12
3170479,2008,12
3170479,2009,12
3170479,2010,12
3170479,2011,12
3170479,2012,12
3170479,2013,12
3170479,2014,12
3170479,2015,12
3170479,2016,12
3170479,2017,12
3170479,2018,12
3170479,2019,12
3170479,2020,12
3170503,2001,12
3170503,2002,12
3170503,2003,12
3170503,2004,11
3170503,2005,12
3170503,2006,12
3170503,2007,12
3170503,2008,12
3170503,2009,12
3170503,2010,11
3170503,2011,12
3170503,2012,12
3170503,2013,12
3170503,2014,12
3170503,2015,12
3170503,2016,12
3170503,2017,12
3170503,2018,12
3170503,2019,12
3170503,2020,12
3170529,2001,12
3170529,2002,12
3170529,2003,12
3170529,2004,12
3170529,2005,12
3170529,2006,12
3170529,2007,12
3170529,2008,12
3170529,2009,12
3170529,2010,12
3170529,2011,12
3170529,2012,12
3170529,2013,12
3170529,2014,12
3170529,2015,12
3170529,2016,12
3170529,2017,12
3170529,2018,12
3170529,2019,12
3170529,2020,12
3170578,2001,12
3170578,2002,12
3170578,2003,12
3170578,2004,12
3170578,2005,12
3170578,2006,12
3170578,2007,12
3170578,2008,12
3170578,2009,12
3170578,2010,12
3170578,2011,12
3170578,2012,12
3170578,2013,12
3170578,2014,12
3170578,2015,12
3170578,2016,12
3170578,2017,12
3170578,2018,12
3170578,2019,12
3170578,2020,12
3170602,2001,10
3170602,2002,11
3170602,2003,10
3170602,2004,10
3170602,2005,10
3170602,2006,9
3170602,2007,10
3170602,2008,10
3170602,2009,11
3170602,2010,10
3170602,2011,10
3170602,2012,8
3170602,2013,11
3170602,2014,10
3170602,2015,11
3170602,2016,11
3170602,2017,10
3170602,2018,12
3170602,2019,10
3170602,2020,11
3170651,2001,12
3170651,2002,12
3170651,2003,12
3170651,2004,11
3170651,2005,12
3170651,2006,10
3170651,2007,12
3170651,2008,11
3170651,2009,12
3170651,2010,12
3170651,2011,12
3170651,2012,12
3170651,2013,12
3170651,2014,12
3170651,2015,12
3170651,2016,12
3170651,2017,11
3170651,2018,12
3170651,2019,12
3170651,2020,12
3170701,2001,9
3170701,2002,11
3170701,2003,9
3170701,2004,8
3170701,2005,10
3170701,2006,9
3170701,2007,9
3170701,2008,9
3170701,2009,10
3170701,2010,9
3170701,2011,9
3170701,2012,8
3170701,2013,8
3170701,2014,10
3170701,2015,11
3170701,2016,10
3170701,2017,10
3170701,2018,10
3170701,2019,10
3170701,2020,11
3170750,2001,12
3170750,2002,12
3170750,2003,12
3170750,2004,11
3170750,2005,12
3170750,2006,12
3170750,2007,12
3170750,2008,12
3170750,2009,12
3170750,2010,11
3170750,2011,12
3170750,2012,12
3170750,2013,12
3170750,2014,12
3170750,2015,12
3170750,2016,12
3170750,2017,12
3170750,2018,12
3170750,2019,12
3170750,2020,12
3170800,2001,12
3170800,2002,12
3170800,2003,12
3170800,2004,12
3170800,2005,12
3170800,2006,12
3170800,2007,12
3170800,2008,12
3170800,2009,12
3170800,2010,12
3170800,2011,12
3170800,2012,12
3170800,2013,12
3170800,2014,12
3170800,2015,12
3170800,2016,12
3170800,2017,12
3170800,2018,12
3170800,2019,12
3170800,2020,12
3170909,2001,12
3170909,2002,12
3170909,2003,12
3170909,2004,12
3170909,2005,12
3170909,2006,12
3170909,2007,12
3170909,2008,12
3170909,2009,12
3170909,2010,12
3170909,2011,12
3170909,2012,12
3170909,2013,12
3170909,2014,12
3170909,2015,12
3170909,2016,12
3170909,2017,12
3170909,2018,12
3170909,2019,12
3170909,2020,12
3171006,2001,12
3171006,2002,12
3171006,2003,12
3171006,2004,12
3171006,2005,12
3171006,2006,12
3171006,2007,12
3171006,2008,12
3171006,2009,12
3171006,2010,12
3171006,2011,12
3171006,2012,12
3171006,2013,12
3171006,2014,12
3171006,2015,12
3171006,2016,12
3171006,2017,12
3171006,2018,12
3171006,2019,12
3171006,2020,12
3171030,2001,12
3171030,2002,12
3171030,2003,12
3171030,2004,12
3171030,2005,12
3171030,2006,12
3171030,2007,12
3171030,2008,12
3171030,2009,12
3171030,2010,12
3171030,2011,12
3171030,2012,12
3171030,2013,12
3171030,2014,12
3171030,2015,12
3171030,2016,12
3171030,2017,12
3171030,2018,12
3171030,2019,12
3171030,2020,12
3171071,2001,12
3171071,2002,12
3171071,2003,12
3171071,2004,11
3171071,2005,12
3171071,2006,12
3171071,2007,12
3171071,2008,12
3171071,2009,12
3171071,2010,12
3171071,2011,12
3171071,2012,12
3171071,2013,12
3171071,2014,12
3171071,2015,12
3171071,2016,12
3171071,2017,11
3171071,2018,12
3171071,2019,12
3171071,2020,12
3171105,2001,12
3171105,2002,12
3171105,2003,12
3171105,2004,12
3171105,2005,12
3171105,2006,12
3171105,2007,12
3171105,2008,12
3171105,2009,12
3171105,2010,12
3171105,2011,12
3171105,2012,12
3171105,2013,12
3171105,2014,12
3171105,2015,12
3171105,2016,12
3171105,2017,12
3171105,2018,12
3171105,2019,12
3171105,2020,12
3171154,2001,12
3171154,2002,12
3171154,2003,12
3171154,2004,10
3171154,2005,11
3171154,2006,10
3171154,2007,12
3171154,2008,10
3171154,2009,11
3171154,2010,11
3171154,2011,10
3171154,2012,12
3171154,2013,12
3171154,2014,12
3171154,2015,12
3171154,2016,12
3171154,2017,11
3171154,2018,12
3171154,2019,12
3171154,2020,12
3171204,2001,12
3171204,2002,12
3171204,2003,11
3171204,2004,10
3171204,2005,11
3171204,2006,11
3171204,2007,12
3171204,2008,11
3171204,2009,11
3171204,2010,11
3171204,2011,12
3171204,2012,12
3171204,2013,12
3171204,2014,12
3171204,2015,12
3171204,2016,12
3171204,2017,11
3171204,2018,12
3171204,2019,12
3171204,2020,12
3171303,2001,12
3171303,2002,12
3171303,2003,11
3171303,2004,9
3171303,2005,11
3171303,2006,10
3171303,2007,12
3171303,2008,10
3171303,2009,11
3171303,2010,10
3171303,2011,9
3171303,2012,9
3171303,2013,11
3171303,2014,11
3171303,2015,11
3171303,2016,11
3171303,2017,11
3171303,2018,12
3171303,2019,11
3171303,2020,10
3171402,2001,12
3171402,2002,12
3171402,2003,10
3171402,2004,9
3171402,2005,11
3171402,2006,9
3171402,2007,11
3171402,2008,10
3171402,2009,11
3171402,2010,9
3171402,2011,10
3171402,2012,10
3171402,2013,11
3171402,2014,10
3171402,2015,11
3171402,2016,11
3171402,2017,11
3171402,2018,12
3171402,2019,11
3171402,2020,10
3171501,2001,12
3171501,2002,12
3171501,2003,12
3171501,2004,12
3171501,2005,12
3171501,2006,12
3171501,2007,12
3171501,2008,12
3171501,2009,12
3171501,2010,12
3171501,2011,12
3171501,2012,12
3171501,2013,12
3171501,2014,12
3171501,2015,12
3171501,2016,12
3171501,2017,12
3171501,2018,12
3171501,2019,12
3171501,2020,12
3171600,2001,12
3171600,2002,12
3171600,2003,12
3171600,2004,12
3171600,2005,12
3171600,2006,12
3171600,2007,12
3171600,2008,12
3171600,2009,12
3171600,2010,12
3171600,2011,12
3171600,2012,12
3171600,2013,12
3171600,2014,12
3171600,2015,12
3171600,2016,12
3171600,2017,12
3171600,2018,12
3171600,2019,12
3171600,2020,12
3171709,2001,6
3171709,2002,7
3171709,2003,7
3171709,2004,6
3171709,2005,7
3171709,2006,6
3171709,2007,8
3171709,2008,7
3171709,2009,7
3171709,2010,6
3171709,2011,6
3171709,2012,8
3171709,2013,5
3171709,2014,7
3171709,2015,8
3171709,2016,7
3171709,2017,8
3171709,2018,7
3171709,2019,8
3171709,2020,7
3171808,2001,12
3171808,2002,12
3171808,2003,12
3171808,2004,10
3171808,2005,11
3171808,2006,10
3171808,2007,12
3171808,2008,11
3171808,2009,12
3171808,2010,10
3171808,2011,11
3171808,2012,11
3171808,2013,12
3171808,2014,11
3171808,2015,12
3171808,2016,12
3171808,2017,11
3171808,2018,12
3171808,2019,12
3171808,2020,12
3171907,2001,12
3171907,2002,12
3171907,2003,12
3171907,2004,12
3171907,2005,12
3171907,2006,12
3171907,2007,12
3171907,2008,12
3171907,2009,12
3171907,2010,12
3171907,2011,12
3171907,2012,12
3171907,2013,12
3171907,2014,12
3171907,2015,12
3171907,2016,12
3171907,2017,12
3171907,2018,12
3171907,2019,12
3171907,2020,12
3172004,2001,12
3172004,2002,12
3172004,2003,12
3172004,2004,11
3172004,2005,12
3172004,2006,12
3172004,2007,12
3172004,2008,11
3172004,2009,12
3172004,2010,11
3172004,2011,12
3172004,2012,12
3172004,2013,12
3172004,2014,12
3172004,2015,12
3172004,2016,12
3172004,2017,11
3172004,2018,12
3172004,2019,12
3172004,2020,12
3172103,2001,12
3172103,2002,12
3172103,2003,12
3172103,2004,11
3172103,2005,12
3172103,2006,12
3172103,2007,12
3172103,2008,12
3172103,2009,12
3172103,2010,11
3172103,2011,12
3172103,2012,12
3172103,2013,12
3172103,2014,12
3172103,2015,12
3172103,2016,12
3172103,2017,12
3172103,2018,12
3172103,2019,12
3172103,2020,12
3172202,2001,6
3172202,2002,7
3172202,2003,6
3172202,2004,5
3172202,2005,6
3172202,2006,4
3172202,2007,8
3172202,2008,5
3172202,2009,7
3172202,2010,5
3172202,2011,4
3172202,2012,6
3172202,2013,5
3172202,2014,6
3172202,2015,7
3172202,2016,7
