municip_code,municip_code_ibge,municip_name,municip_parent_code,municip_parent_name
250905,2509057,Marcação,2509057,Marcação
250910,2509107,Mari,2509107,Mari
250915,2509156,Marizópolis,2509156,Marizópolis
250920,2509206,Massaranduba,2509206,Massaranduba
250930,2509305,Mataraca,2509305,Mataraca
250933,2509339,Matinhas,2509339,Matinhas
250937,2509370,Mato Grosso,2509370,Mato Grosso
250939,2509396,Maturéia,2509396,Maturéia
250940,2509404,Mogeiro,2509404,Mogeiro
250950,2509503,Montadas,2509503,Montadas
250960,2509602,Monte Horebe,2509602,Monte Horebe
250970,2509701,Monteiro,2509701,Monteiro
250980,2509800,Mulungu,2509800,Mulungu
250990,2509909,Natuba,2509909,Natuba
251000,2510006,Nazarezinho,2510006,Nazarezinho
251010,2510105,Nova Floresta,2510105,Nova Floresta
251020,2510204,Nova Olinda,2510204,Nova Olinda
251030,2510303,Nova Palmeira,2510303,Nova Palmeira
251040,2510402,Olho d'Água,2510402,Olho d'Água
251050,2510501,Olivedos,2510501,Olivedos
251060,2510600,Ouro Velho,2510600,Ouro Velho
251065,2510659,Parari,2510659,Parari
251070,2510709,Passagem,2510709,Passagem
251080,2510808,Patos,2510808,Patos
251090,2510907,Paulista,2510907,Paulista
251100,2511004,Pedra Branca,2511004,Pedra Branca
251110,2511103,Pedra Lavrada,2511103,Pedra Lavrada
251120,2511202,Pedras de Fogo,2511202,Pedras de Fogo
251130,2511301,Piancó,2511301,Piancó
251140,2511400,Picuí,2511400,Picuí
251150,2511509,Pilar,2511509,Pilar
251160,2511608,Pilões,2511608,Pilões
251170,2511707,Pilõezinhos,2511707,Pilõezinhos
251180,2511806,Pirpirituba,2511806,Pirpirituba
251190,2511905,Pitimbu,2511905,Pitimbu
251200,2512002,Pocinhos,2512002,Pocinhos
251203,2512036,Poço Dantas,2512036,Poço Dantas
251207,2512077,Poço de José de Moura,2512077,Poço de José de Moura
251210,2512101,Pombal,2512101,Pombal
251220,2512200,Prata,2512200,Prata
251230,2512309,Princesa Isabel,2512309,Princesa Isabel
251240,2512408,Puxinanã,2512408,Puxinanã
251250,2512507,Queimadas,2512507,Queimadas
251260,2512606,Quixabá,2512606,Quixabá
251270,2512705,Remígio,2512705,Remígio
251272,2512721,Pedro Régis,2512721,Pedro Régis
251274,2512747,Riachão,2512747,Riachão
251275,2512754,Riachão do Bacamarte,2512754,Riachão do Bacamarte
251276,2512762,Riachão do Poço,2512762,Riachão do Poço
251278,2512788,Riacho de Santo Antônio,2512788,Riacho de Santo Antônio
251280,2512804,Riacho dos Cavalos,2512804,Riacho dos Cavalos
251290,2512903,Rio Tinto,2512903,Rio Tinto
251300,2513000,Salgadinho,2513000,Salgadinho
251310,2513109,Salgado de São Félix,2513109,Salgado de São Félix
251315,2513158,Santa Cecília,2513158,Santa Cecília
251320,2513208,Santa Cruz,2513208,Santa Cruz
251330,2513307,Santa Helena,2513307,Santa Helena
251335,2513356,Santa Inês,2513356,Santa Inês
251340,2513406,Santa Luzia,2513406,Santa Luzia
251350,2513505,Santana de Mangueira,2513505,Santana de Mangueira
251360,2513604,Santana dos Garrotes,2513604,Santana dos Garrotes
251365,2513653,Joca Claudino,2513653,Joca Claudino
251370,2513703,Santa Rita,2513703,Santa Rita
251380,2513802,Santa Teresinha,2513802,Santa Teresinha
251385,2513851,Santo André,2513851,Santo André
251390,2513901,São Bento,2513901,São Bento
251392,2513927,São Bentinho,2513927,São Bentinho
251394,2513943,São Domingos do Cariri,2513943,São Domingos do Cariri
251396,2513968,São Domingos,2513968,São Domingos
251398,2513984,São Francisco,2513984,São Francisco
251400,2514008,São João do Cariri,2514008,São João do Cariri
251410,2514107,São João do Tigre,2514107,São João do Tigre
251420,2514206,São José da Lagoa Tapada,2514206,São José da Lagoa Tapada
251430,2514305,São José de Caiana,2514305,São José de Caiana
251440,2514404,São José de Espinharas,2514404,São José de Espinharas
251445,2514453,São José dos Ramos,2514453,São José dos Ramos
251450,2514503,São José de Piranhas,2514503,São José de Piranhas
251455,2514552,São José de Princesa,2514552,São José de Princesa
251460,2514602,São José do Bonfim,2514602,São José do Bonfim
251465,2514651,São José do Brejo do Cruz,2514651,São José do Brejo do Cruz
251470,2514701,São José do Sabugi,2514701,São José do Sabugi
251480,2514800,São José dos Cordeiros,2514800,São José dos Cordeiros
251490,2514909,São Mamede,2514909,São Mamede
251500,2515005,São Miguel de Taipu,2515005,São Miguel de Taipu
251510,2515104,São Sebastião de Lagoa de Roça,2515104,São Sebastião de Lagoa de Roça
251520,2515203,São Sebastião do Umbuzeiro,2515203,São Sebastião do Umbuzeiro
251530,2515302,Sapé,2515302,Sapé
251540,2515401,São Vicente do Seridó,2515401,São Vicente do Seridó
251550,2515500,Serra Branca,2515500,Serra Branca
251560,2515609,Serra da Raiz,2515609,Serra da Raiz
251570,2515708,Serra Grande,2515708,Serra Grande
251580,2515807,Serra Redonda,2515807,Serra Redonda
251590,2515906,Serraria,2515906,Serraria
251593,2515930,Sertãozinho,2515930,Sertãozinho
251597,2515971,Sobrado,2515971,Sobrado
251600,2516003,Solânea,2516003,Solânea
251610,2516102,Soledade,2516102,Soledade
251615,2516151,Sossêgo,2516151,Sossêgo
251620,2516201,Sousa,2516201,Sousa
251630,2516300,Sumé,2516300,Sumé
251640,2516409,Tacima,2516409,Tacima
251650,2516508,Taperoá,2516508,Taperoá
251660,2516607,Tavares,2516607,Tavares
251670,2516706,Teixeira,2516706,Teixeira
251675,2516755,Tenório,2516755,Tenório
251680,2516805,Triunfo,2516805,Triunfo
251690,2516904,Uiraúna,2516904,Uiraúna
251700,2517001,Umbuzeiro,2517001,Umbuzeiro
251710,2517100,Várzea,2517100,Várzea
251720,2517209,Vieirópolis,2517209,Vieirópolis
251740,2517407,Zabelê,2517407,Zabelê
260005,2600054,Abreu e Lima,2600054,Abreu e Lima
260010,2600104,Afogados da Ingazeira,2600104,Afogados da Ingazeira
260020,2600203,Afrânio,2600203,Afrânio
260030,2600302,Agrestina,2600302,Agrestina
260040,2600401,Água Preta,2600401,Água Preta
260050,2600500,Águas Belas,2600500,Águas Belas
260060,2600609,Alagoinha,2600609,Alagoinha
260070,2600708,Aliança,2600708,Aliança
260080,2600807,Altinho,2600807,Altinho
260090,2600906,Amaraji,2600906,Amaraji
260100,2601003,Angelim,2601003,Angelim
260105,2601052,Araçoiaba,2601052,Araçoiaba
260110,2601102,Araripina,2601102,Araripina
260120,2601201,Arcoverde,2601201,Arcoverde
260130,2601300,Barra de Guabiraba,2601300,Barra de Guabiraba
260140,2601409,Barreiros,2601409,Barreiros
260150,2601508,Belém de Maria,2601508,Belém de Maria
260160,2601607,Belém do São Francisco,2601607,Belém do São Francisco
260170,2601706,Belo Jardim,2601706,Belo Jardim
260180,2601805,Betânia,2601805,Betânia
260190,2601904,Bezerros,2601904,Bezerros
260200,2602001,Bodocó,2602001,Bodocó
260210,2602100,Bom Conselho,2602100,Bom Conselho
260220,2602209,Bom Jardim,2602209,Bom Jardim
260230,2602308,Bonito,2602308,Bonito
260240,2602407,Brejão,2602407,Brejão
260250,2602506,Brejinho,2602506,Brejinho
260260,2602605,Brejo da Madre de Deus,2602605,Brejo da Madre de Deus
260270,2602704,Buenos Aires,2602704,Buenos Aires
260280,2602803,Buíque,2602803,Buíque
260290,2602902,Cabo de Santo Agostinho,2602902,Cabo de Santo Agostinho
260300,2603009,Cabrobó,2603009,Cabrobó
260310,2603108,Cachoeirinha,2603108,Cachoeirinha
260320,2603207,Caetés,2603207,Caetés
260330,2603306,Calçado,2603306,Calçado
260340,2603405,Calumbi,2603405,Calumbi
260345,2603454,Camaragibe,2603454,Camaragibe
260350,2603504,Camocim de São Félix,2603504,Camocim de São Félix
260360,2603603,Camutanga,2603603,Camutanga
260370,2603702,Canhotinho,2603702,Canhotinho
260380,2603801,Capoeiras,2603801,Capoeiras
260390,2603900,Carnaíba,2603900,Carnaíba
260392,2603926,Carnaubeira da Penha,2603926,Carnaubeira da Penha
260400,2604007,Carpina,2604007,Carpina
260410,2604106,Caruaru,2604106,Caruaru
260415,2604155,Casinhas,2604155,Casinhas
260420,2604205,Catende,2604205,Catende
260430,2604304,Cedro,2604304,Cedro
260440,2604403,Chã de Alegria,2604403,Chã de Alegria
260450,2604502,Chã Grande,2604502,Chã Grande
260460,2604601,Condado,2604601,Condado
260470,2604700,Correntes,2604700,Correntes
260480,2604809,Cortês,2604809,Cortês
260490,2604908,Cumaru,2604908,Cumaru
260500,2605004,Cupira,2605004,Cupira
260510,2605103,Custódia,2605103,Custódia
260515,2605152,Dormentes,2605152,Dormentes
260520,2605202,Escada,2605202,Escada
260530,2605301,Exu,2605301,Exu
260540,2605400,Feira Nova,2605400,Feira Nova
260545,2605459,Fernando de Noronha,2605459,Fernando de Noronha
260550,2605509,Ferreiros,2605509,Ferreiros
260560,2605608,Flores,2605608,Flores
260570,2605707,Floresta,2605707,Floresta
260580,2605806,Frei Miguelinho,2605806,Frei Miguelinho
260590,2605905,Gameleira,2605905,Gameleira
260600,2606002,Garanhuns,2606002,Garanhuns
260610,2606101,Glória do Goitá,2606101,Glória do Goitá
260620,2606200,Goiana,2606200,Goiana
260630,2606309,Granito,2606309,Granito
260640,2606408,Gravatá,2606408,Gravatá
260650,2606507,Iati,2606507,Iati
260660,2606606,Ibimirim,2606606,Ibimirim
260670,2606705,Ibirajuba,2606705,Ibirajuba
260680,2606804,Igarassu,2606804,Igarassu
260690,2606903,Iguaracy,2606903,Iguaracy
260700,2607000,Inajá,2607000,Inajá
260710,2607109,Ingazeira,2607109,Ingazeira
260720,2607208,Ipojuca,2607208,Ipojuca
260730,2607307,Ipubi,2607307,Ipubi
260740,2607406,Itacuruba,2607406,Itacuruba
260750,2607505,Itaíba,2607505,Itaíba
260760,2607604,Ilha de Itamaracá,2607604,Ilha de Itamaracá
260765,2607653,Itambé,2607653,Itambé
260770,2607703,Itapetim,2607703,Itapetim
260775,2607752,Itapissuma,2607752,Itapissuma
260780,2607802,Itaquitinga,2607802,Itaquitinga
260790,2607901,Jaboatão dos Guararapes,2607901,Jaboatão dos Guararapes
260795,2607950,Jaqueira,2607950,Jaqueira
260800,2608008,Jataúba,2608008,Jataúba
260805,2608057,Jatobá,2608057,Jatobá
260810,2608107,João Alfredo,2608107,João Alfredo
260820,2608206,Joaquim Nabuco,2608206,Joaquim Nabuco
260825,2608255,Jucati,2608255,Jucati
260830,2608305,Jupi,2608305,Jupi
260840,2608404,Jurema,2608404,Jurema
260845,2608453,Lagoa do Carro,2608453,Lagoa do Carro
260850,2608503,Lagoa de Itaenga,2608503,Lagoa de Itaenga
260860,2608602,Lagoa do Ouro,2608602,Lagoa do Ouro
260870,2608701,Lagoa dos Gatos,2608701,Lagoa dos Gatos
260875,2608750,Lagoa Grande,2608750,Lagoa Grande
260880,2608800,Lajedo,2608800,Lajedo
260890,2608909,Limoeiro,2608909,Limoeiro
260900,2609006,Macaparana,2609006,Macaparana
260910,2609105,Machados,2609105,Machados
260915,2609154,Manari,2609154,Manari
260920,2609204,Maraial,2609204,Maraial
260930,2609303,Mirandiba,2609303,Mirandiba
260940,2609402,Moreno,2609402,Moreno
260950,2609501,Nazaré da Mata,2609501,Nazaré da Mata
260960,2609600,Olinda,2609600,Olinda
260970,2609709,Orobó,2609709,Orobó
260980,2609808,Orocó,2609808,Orocó
260990,2609907,Ouricuri,2609907,Ouricuri
261000,2610004,Palmares,2610004,Palmares
261010,2610103,Palmeirina,2610103,Palmeirina
261020,2610202,Panelas,2610202,Panelas
261030,2610301,Paranatama,2610301,Paranatama
261040,2610400,Parnamirim,2610400,Parnamirim
261050,2610509,Passira,2610509,Passira
261060,2610608,Paudalho,2610608,Paudalho
261070,2610707,Paulista,2610707,Paulista
261080,2610806,Pedra,2610806,Pedra
261090,2610905,Pesqueira,2610905,Pesqueira
261100,2611002,Petrolândia,2611002,Petrolândia
261110,2611101,Petrolina,2611101,Petrolina
261120,2611200,Poção,2611200,Poção
261130,2611309,Pombos,2611309,Pombos
261140,2611408,Primavera,2611408,Primavera
261150,2611507,Quipapá,2611507,Quipapá
261153,2611533,Quixaba,2611533,Quixaba
261160,2611606,Recife,2611606,Recife
261170,2611705,Riacho das Almas,2611705,Riacho das Almas
261180,2611804,Ribeirão,2611804,Ribeirão
261190,2611903,Rio Formoso,2611903,Rio Formoso
261200,2612000,Sairé,2612000,Sairé
261210,2612109,Salgadinho,2612109,Salgadinho
261220,2612208,Salgueiro,2612208,Salgueiro
261230,2612307,Saloá,2612307,Saloá
261240,2612406,Sanharó,2612406,Sanharó
261245,2612455,Santa Cruz,2612455,Santa Cruz
261247,2612471,Santa Cruz da Baixa Verde,2612471,Santa Cruz da Baixa Verde
261250,2612505,Santa Cruz do Capibaribe,2612505,Santa Cruz do Capibaribe
261255,2612554,Santa Filomena,2612554,Santa Filomena
261260,2612604,Santa Maria da Boa Vista,2612604,Santa Maria da Boa Vista
261270,2612703,Santa Maria do Cambucá,2612703,Santa Maria do Cambucá
261280,2612802,Santa Terezinha,2612802,Santa Terezinha
261290,2612901,São Benedito do Sul,2612901,São Benedito do Sul
261300,2613008,São Bento do Una,2613008,São Bento do Una
261310,2613107,São Caitano,2613107,São Caitano
261320,2613206,São João,2613206,São João
261330,2613305,São Joaquim do Monte,2613305,São Joaquim do Monte
261340,2613404,São José da Coroa Grande,2613404,São José da Coroa Grande
261350,2613503,São José do Belmonte,2613503,São José do Belmonte
261360,2613602,São José do Egito,2613602,São José do Egito
261370,2613701,São Lourenço da Mata,2613701,São Lourenço da Mata
261380,2613800,São Vicente Ferrer,2613800,São Vicente Ferrer
261390,2613909,Serra Talhada,2613909,Serra Talhada
261400,2614006,Serrita,2614006,Serrita
261410,2614105,Sertânia,2614105,Sertânia
261420,2614204,Sirinhaém,2614204,Sirinhaém
261430,2614303,Moreilândia,2614303,Moreilândia
261440,2614402,Solidão,2614402,Solidão
261450,2614501,Surubim,2614501,Surubim
261460,2614600,Tabira,2614600,Tabira
261470,2614709,Tacaimbó,2614709,Tacaimbó
261480,2614808,Tacaratu,2614808,Tacaratu
261485,2614857,Tamandaré,2614857,Tamandaré
261500,2615003,Taquaritinga do Norte,2615003,Taquaritinga do Norte
261510,2615102,Terezinha,2615102,Terezinha
261520,2615201,Terra Nova,2615201,Terra Nova
261530,2615300,Timbaúba,2615300,Timbaúba
261540,2615409,Toritama,2615409,Toritama
261550,2615508,Tracunhaém,2615508,Tracunhaém
261560,2615607,Trindade,2615607,Trindade
261570,2615706,Triunfo,2615706,Triunfo
261580,2615805,Tupanatinga,2615805,Tupanatinga
261590,2615904,Tuparetama,2615904,Tuparetama
261600,2616001,Venturosa,2616001,Venturosa
261610,2616100,Verdejante,2616100,Verdejante
261618,2616183,Vertente do Lério,2616183,Vertente do Lério
261620,2616209,Vertentes,2616209,Vertentes
261630,2616308,Vicência,2616308,Vicência
261640,2616407,Vitória de Santo Antão,2616407,Vitória de Santo Antão
261650,2616506,Xexéu,2616506,Xexéu
270010,2700102,Água Branca,2700102,Água Branca
270020,2700201,Anadia,2700201,Anadia
270030,2700300,Arapiraca,2700300,Arapiraca
270040,2700409,Atalaia,2700409,Atalaia
270050,2700508,Barra de Santo Antônio,2700508,Barra de Santo Antônio
270060,2700607,Barra de São Miguel,2700607,Barra de São Miguel
270070,2700706,Batalha,2700706,Batalha
270080,2700805,Belém,2700805,Belém
270090,2700904,Belo Monte,2700904,Belo Monte
270100,2701001,Boca da Mata,2701001,Boca da Mata
270110,2701100,Branquinha,2701100,Branquinha
270120,2701209,Cacimbinhas,2701209,Cacimbinhas
270130,2701308,Cajueiro,2701308,Cajueiro
270135,2701357,Campestre,2701357,Campestre
270140,2701407,Campo Alegre,2701407,Campo Alegre
270150,2701506,Campo Grande,2701506,Campo Grande
270160,2701605,Canapi,2701605,Canapi
270170,2701704,Capela,2701704,Capela
270180,2701803,Carneiros,2701803,Carneiros
270190,2701902,Chã Preta,2701902,Chã Preta
270200,2702009,Coité do Nóia,2702009,Coité do Nóia
270210,2702108,Colônia Leopoldina,2702108,Colônia Leopoldina
270220,2702207,Coqueiro Seco,2702207,Coqueiro Seco
270230,2702306,Coruripe,2702306,Coruripe
270235,2702355,Craíbas,2702355,Craíbas
270240,2702405,Delmiro Gouveia,2702405,Delmiro Gouveia
